"Title","Body","Submitted" 
"16826","GROUP MATE PET PEEVES:
1. When they only partially work and think it's okay. Like, contributing a shitty paragraph in a case study does NOT count.
2. They don't try at ALL.
 3. When you tell them you'll work at a specific time because you're busy but they wait for you to be there to start even if they could've started because they don't know how to do things themselves!
 4. When they make you do all the work!!!!
 5. When they're pretending to contribute by being ""positive"". No. Doesn't work that way.
 6. When they say they're ""busy"". EVERYONE is busy. I don't wanna say I'm busier but I know I'm fucking ""busier."" I don't say it because there is nothing that comes from saying you're ""busy"". You have to take responsibility and accountability of being a group mate.
 7. They prioritize their work and neglect the group work completely. This is why I hate working with others! I want to do my own work but I have to do group works because people rely on me but they don't even feel that way too. GOD I HATE GROUP WORKS!","November 20, 2018 9:40:52 PM +08"
"16825","When you kinda want to see a someone everyday
When you kinda feel happier everytime you and this someone interact
When you kinda feel it's more than a crush 
 But you also kinda feel that this someone's over you already Ya feel me?","November 20, 2018 9:35:42 PM +08"
"16824","Why are there so many black rhino rims in ateneo?","November 20, 2018 9"
"16823","Lolo, wala akong regalo?","November 20, 2018 9"
"16822","Hey guys. I need your help. My prof just accused me of plagiarism. But the plagiarised text comes from an academic journal that I, myself, wrote. So I thought no requirement to cite it. Nevertheless, my prof still says it's plagiarism. Is she right on this? Why or why not?","November 20, 2018 9"
"16821","where do i go if i need to take a dump at school?? the less people the better, the more comfortable and clean also the better thanks","November 20, 2018 9"
"16820","Does anyone still play Overwatch? If so, what's your rank?","November 20, 2018 8"
"16819","tangina garapal talaga yung grab food sa mga milktea places halos buong store inorder","November 20, 2018 8"
"16818","How to login to OBF with your laptop?
Do I just need to forget OBF on my phone?","November 20, 2018 8:41:12 PM +08"
"16817","why are creative writing majors so cute wtf they look like models","November 20, 2018 8"
"16816","ako lang ba yung nagnanakaw ng starbucks cups na patapon na? para gawing lalagyan at dyaryo?","November 20, 2018 8"
"16815","Wanted to give an FAIR AND UNBIASED opinion on the recent PANA post in AFW. I am not trying to put down anyone, but would want to give credit to PUP the declared winner of the competition.

First off, I have a couple of friends part of the team and I know the coaches of the ADMU team and they had no doubts on the results. Something that strikes me more is the fact that the post was shared by 400+ people, but interestingly, among my friends only students from one school shared it and felt strongly against it. While this is obviously the likely outcome since they were the most affected, the proof that Ateneans generally agree with the results is a strong statement in itself. Second, I rewatched the video of PUP and it was really amazing. No doubt that UP also had an amazing presentation, but PUP's plans was really focused and targeted. PUP vs the Ateneo's and UP's showed amazing art vs just showing science. While marketing is heavily dependent on science, at the end of the day science will only bring you so far, it is art that changes the game. I am 100% sure that PUP's art is the real deal. Third, it seems super fishy that the post was super focused and looked like it was written by someone heavily involved in the competition. As an Atenean SOM student who is active in competitions and has a lot of friends in competitions, I can be sure when I say that Ateneans are not as involved unless the ones competing or contributing. This post was probably written by someone really invested or had friends that were really invested. Going back to the first point it seems like the Ateneans really involved here have denied the allegations.  Fourth, the judges are all credible and are huge in the marketing organization. This does not mean they are not prone to fraud, but it also means that they have no gain already and most of them aren't doing this for money but they really believe in the future of marketing. In summary, I'm not saying that the post is false. That's the beauty and ugly of anonymity. We can never be too sure. However, given the points above, it is unfair to PUP that there are lots of bashers. We need to give credit where it is due. PUP was great. Whether you believed they were the best or not is your opinion. For the sets of judges, and for a lot of other students, PUP was the clear winner.","November 20, 2018 10:42:56 PM +08"
"16814","Are there any policies in the university regarding professors with more than 9 absences at this point? Concerned for a class of mine where my prof has cut a lot.","November 20, 2018 9"
"16813","I think my best friends are gorgeous and it makes me sad when they dont see it, regardless of how many times I tell them I think theyre beautiful.","November 20, 2018 8"
"16812","There's this guy I've been crushing on for a little while now. And honestly he's just so... dreamy. I know he's kind of shy and all, but I genuinely believe there is no way no other girl is interested in him yet. I mean he's adorable, he's such a gentleman and damn is he attractive and tall and fuck does he look good when he's dressed up.

I wanna pursue him but fck finals are coming up and I gotta focus. I just wanna say Boi ure fine and I want you.
 Pls notice me.","November 20, 2018 8:21:09 PM +08"
"16811","highkey encourage all couples to read this post even if it's quite lengthy, and please feel free to give your own insights

i can't help but feel bad for couples who have the ""above/under"" type of dynamic wherein either one of them is very strong in terms of personality, while the other leans toward the more passive side. inevitably, there will always be someone who is dominant/ submissive in a relationship, but what gets really scary is when for example, the girl (or the boy of course) gets EXTREMELY  controlling of her partner to the point where the partner is all but a  small little dog that follows her around, gets too scared when she gets mad, and gets anxiety attacks whenever he thinks he did something wrong. it gets really sad because even if you want to tell them that there is something wrong with the dynamic, you can't help but realize that the ""under"" does it out of love. At what point do we draw the line between saying that it is okay to do it out of love, and saying that the girl, is simply too toxic for the boy and simply abuses his kindness?   again, this can conversely happen the other way around wherein the male is the more dominant figure and that the female gets treated and taken advantage of simply because she was kind.  hoping for some great feedback!","November 20, 2018 8:12:24 PM +08"
"16810","I looked into 14,000,605 futures, and there is 0 for Theater Arts students.","November 20, 2018 8"
"16809","Are there any gay bears/otters in ADMU? I need a big boyfriend to hug :(","November 20, 2018 8"
"16808","gabing-gabi na... sa isang magubat na part ng campus... may nakita kaming couple super cuddly akala ko nung una nagmmomol seemed like it idk. haha sweet nila tho 😯💖 mej kabitter HAHA 😢 pero go lang","November 20, 2018 8"
"16807","hi all u cookie hoes pls stay outta my way tom and the rest of the week bECAUSE I GOTTA GET ME MY COOKIES hahahhaaaa i aint playin 🙂","November 20, 2018 7"
"16806","Is it block-cest if you knew each other before ateneo?","November 20, 2018 7"
"16805","Why are some ateneans so parang like bobo magpark. Gave the guy beside him a hard time parking. What an asshole","November 20, 2018 7"
"16804","Putangina. I can't do what I want because I'll get killed by my friends who boycott. I mean, what if it's the only thing available, I'll starve myself nalang?

I'm all for social justice and all but like, if it's the only choice, don't call them out na.","November 20, 2018 7:37:57 PM +08"
"16804","@The admins

Do highschool students still post crush posts here?","November 20, 2018 7:33:54 PM +08"
